belongs_to_collection,budget,genres,id,original_language,overview,popularity,release_date,revenue,title,vote_average,vote_count,return,release_year,Actors,Directores
Ginger Snaps Collection,5000000.0,Drama Horror,9871.0,en,"The story of two outcast sisters, Ginger (Katharine Isabelle) and Brigitte (Emily Perkins), in the mindless suburban town of Bailey Downs. On the night of Ginger's first period, she is savagely attacked by a wild creature. Ginger's wounds miraculously heal but something is not quite right. Now Brigitte must save her sister and save herself.",5.603312,2000-08-01,0.0,Ginger Snaps,6.6,211.0,0.0,2000,"Emily Perkins, Katharine Isabelle, Kris Lemche, Mimi Rogers, Jesse Moss, Danielle Hampton, John Bourgeois, Peter Keleghan, Christopher Redman, Jimmy MacInnis",John Fawcett
standar,32000000.0,Comedy Drama Romance,38073.0,en,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",6.876053,2010-09-01,42045846.0,Going the Distance,6.0,271.0,1.3139326875,2010,"Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis, Christina Applegate, Ron Livingston, Natalie Morales, Kelli Garner, Oliver Jackson-Cohen, Jim Gaffigan, June Diane Raphael, Rob Riggle, Sarah Burns, Matt Servitto, Leighton Meester, Taylor Schwencke, Mike Birbiglia, Graham Davie, Zach Page, Mick Hazen, Happy Anderson, Loretta Fox, Carole Davis, Kristen Schaal, Terry Beaver, Charlie Hewson",Nanette Burstein
standar,20000000.0,Crime Drama Thriller,13195.0,en,"A female executive (Demi Moore) and a night janitor (Michael Caine) conspire to commit a daring diamond heist from their mutual employer, The London Diamond Corporation.",6.496913,2007-09-01,6819587.0,Flawless,6.6,142.0,0.34097935,2007,"Demi Moore, Michael Caine, Lambert Wilson, Nathaniel Parker, Shaughan Seymour, Nicholas Jones, David Barras, Joss Ackland, Silas Carson, Derren Nesbitt, Rosalind March, Kevan Willis, Stanley Townsend, Jonathan Aris, Ben Righton, Natalie Dormer",Michael Radford
standar,0.0,Mystery Horror Thriller,11772.0,en,"Dr. Markway, doing research to prove the existence of ghosts, investigates Hill House, a large, eerie mansion with a lurid history of violent death and insanity.",10.461285,1963-09-18,0.0,The Haunting,7.2,153.0,0.0,1963,"Julie Harris, Claire Bloom, Richard Johnson, Russ Tamblyn, Fay Compton, Rosalie Crutchley, Lois Maxwell, Valentine Dyall, Diane Clare, Ronald Adam",Robert Wise
standar,115000000.0,Drama Action History War,12100.0,en,"Joe Enders is a gung-ho Marine assigned to protect a ""windtalker"" - one of several Navajo Indians who were used to relay messages during World War II because their spoken language was indecipherable to Japanese code breakers.",7.455875,2002-06-14,77628265.0,Windtalkers,5.8,345.0,0.6750283913043478,2002,"Nicolas Cage, Adam Beach, Peter Stormare, Noah Emmerich, Mark Ruffalo, Jason Isaacs, Christian Slater, Frances O'Connor, Keith Campbell, Martin Henderson",John Woo
standar,5000000.0,Science Fiction Drama,17431.0,en,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",13.336773,2009-06-12,9760104.0,Moon,7.6,1831.0,1.9520208,2009,"Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw, Adrienne Shaw, Kaya Scodelario, Benedict Wong, Malcolm Stewart, Robin Chalk, Matt Berry",Duncan Jones
standar,37000000.0,Drama,334.0,en,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",9.091636,1999-12-08,48451803.0,Magnolia,7.5,844.0,1.309508189189189,1999,"Julianne Moore, William H. Macy, John C. Reilly, Tom Cruise, Philip Baker Hall, Philip Seymour Hoffman, Jason Robards, Alfred Molina, Melora Walters, Michael Bowen, Jeremy Blackman, Emmanuel Johnson, Melinda Dillon, April Grace, Felicity Huffman, Orlando Jones, Ricky Jay, Patton Oswalt, Neil Flynn, Henry Gibson, Miriam Margolyes, Michael Murphy, Genevieve Zweig, Pat Healy, Thomas Jane, Luis Guzmán, Clark Gregg, Veronica Hart, Paul F. Tompkins",Paul Thomas Anderson
standar,22000000.0,Action Comedy,11090.0,en,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.",8.473369,2001-06-01,84772742.0,The Animal,4.6,310.0,3.8533064545454545,2001,"Rob Schneider, Colleen Haskell, John C. McGinley, Ed Asner, Guy Torry, Adam Sandler, Michael Caton, Louis Lombardi, Bob Rubin, Pilar Schneider, Scott Wilson, Raymond Ma, Harry Dean Stanton, Norm Macdonald",Luke Greenfield
Friday the 13th Collection,19000000.0,Horror,13207.0,en,"Ignoring the warnings of the locals, a group of teenage camp counselors takes on the job of reopening Camp Crystal Lake — on Friday the 13th no less, and raise the ire of Jason Voorhees, a masked, homicidal maniac.",14.20229,2009-02-11,91379051.0,Friday the 13th,5.7,566.0,4.809423736842105,2009,"Derek Mears, Jared Padalecki, Danielle Panabaker, Amanda Righetti, Travis Van Winkle, Aaron Yoo, Jonathan Sadowski, Julianna Guill, Ben Feldman, Arlen Escarpeta, Ryan Hansen, Willa Ford, America Olivo, Stephanie Rhodes, Nana Visitor, Nick Mennell, Kyle Davis, Richard Burgi, Chris Coppola, Rosemary Knower, Bob King, Caleb Guss, Kathleen Garrett",Marcus Nispel
standar,0.0,Adventure Comedy Family,11008.0,en,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",9.253362,1995-03-24,0.0,Major Payne,6.1,164.0,0.0,1995,"Damon Wayans, Orlando Brown, Michael Ironside, Karyn Parsons, Steven Martini, Chris Owen, Joseph Blaire, Leonard L. Thomas, Andrew Leeds, Damien Dante Wayans, Peyton Chesson-Fohl, Mark W. Madison, Ross Bickell, Mark Conway, David DeHart, Joshua Todd Diveley, Michael Gabel, Albert Hall, Scott Charles Bigelow, Chris Williams, John Louis Fischer, Al Cerullo",Nick Castle
standar,27000000.0,Horror Comedy Action Science Fiction Thriller,9825.0,en,"When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!",13.787108,1999-07-15,56870414.0,Lake Placid,5.5,251.0,2.1063116296296296,1999,"Bill Pullman, Bridget Fonda, Oliver Platt, Brendan Gleeson, Betty White, David Lewis, Tim Dixon, Natassia Malthe, Mariska Hargitay, Meredith Salenger, Jed Rees, Richard Leacock, Jake T. Roberts, Warren Takeuchi, Ty Olsson, Adam Arkin, Steve Miner",Steve Miner
I Spit on Your Grave Collection,0.0,Horror Thriller,357096.0,en,"Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She’s changed identities and cities, reluctantly joining a support group where she begins to piece together a new life. But when her new friend’s murderer goes free and the tales of serial rapists haunt her, Jennifer will hunt down the men responsible and do what the system won’t – make them pay for their crimes in the most horrific ways imaginable. Only this time, no jury may be able to save her.",21.505988,2015-10-09,0.0,I Spit on Your Grave III: Vengeance is Mine,5.1,200.0,0.0,2015,"Sarah Butler, Jennifer Landon, Doug McKeon, Gabriel Hogan, Harley Jane Kozak, Michelle Hurd, Russell Pitts, Walter Perez, Karen Strassman, Christopher Hoffman, Megan Raich, Andrew Dits, Adam Dunnells, Lony'e Perrine, Alissa Juvan, Bobby Reed, Heath McGough, Corey Craig",R.D. Braunstein
standar,0.0,Drama Adventure Comedy,371645.0,en,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",9.259371,2016-03-31,0.0,Hunt for the Wilderpeople,7.8,453.0,0.0,2016,"Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House, Rhys Darby, Oscar Kightley, Tioreore Ngatai-Melbourne, Troy Kingi, Cohen Holloway, Stan Walker, Mike Minogue, Hamish Parkinson, Taika Waititi, Lloyd Scott, Selena Wolfe, Mabelle Dennison, Sonia Spyve, Timothy Herbert, Stu Giles, Selina Woulfe, Tuss, Finn",Taika Waititi
standar,4000000.0,Thriller,241251.0,en,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",10.200398,2015-01-23,52425855.0,The Boy Next Door,4.1,1034.0,13.10646375,2015,"Jennifer Lopez, Ryan Guzman, Ian Nelson, John Corbett, Kristin Chenoweth, Hill Harper, Lexi Atkins, François Chau, Bailey Chase, Raquel Gardner, Jack Wallace, Adam Hicks, Kent Avenido, Travis Schuldt, Brian Mahoney, Kari Perdue, Chad Bullard, Brandon Rush, Forrest Hoffman",Rob Cohen
standar,35000000.0,Comedy,87567.0,en,"To the amusement of their adult children and friends, long divorced couple Don and Ellie Griffin are once again forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process.",6.651605,2013-04-25,21819348.0,The Big Wedding,5.7,421.0,0.6234099428571429,2013,"Robert De Niro, Diane Keaton, Katherine Heigl, Amanda Seyfried, Topher Grace, Susan Sarandon, Robin Williams, Ben Barnes, Christa Campbell, Kyle Bornheimer, Christine Ebersole, David Rasche, Patricia Rae, Ana Ayora, Megan Ketch, Ian Blackman, Shana Dowdeswell, Doug Torres, Marvina Vinique, Joshua Nelson, Quincy Dunn-Baker, Sylvia Kauders, Edmund Lyndeck, John V. Barbieri",Justin Zackham
standar,45000000.0,Thriller,9754.0,en,"State-of-the-art security system creator, Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into Jack's personal life, everything Jack holds dear is suddenly at stake.",6.500892,2006-02-10,82800000.0,Firewall,5.6,270.0,1.84,2006,"Harrison Ford, Paul Bettany, Virginia Madsen, Carly Schroeder, Jimmy Bennett, Mary Lynn Rajskub, Robert Patrick, Robert Forster, Alan Arkin, Matthew Currie Holmes, Candus Churchill, David Lewis, Zahf Paroo, Pat Jenkinson, Gail Ann Lewis, Finn Michael, Andrew McNee, Nikolaj Coster-Waldau, Vince Vieluf",Richard Loncraine
standar,3000000.0,Drama Romance,261.0,en,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",11.794846,1958-02-17,17570324.0,Cat on a Hot Tin Roof,7.6,168.0,5.8567746666666665,1958,"Elizabeth Taylor, Paul Newman, Burl Ives, Judith Anderson, Jack Carson, Madeleine Sherwood, Vaughn Taylor, Larry Gates, Zelda Cleaver, Brian Corcoran, Robert 'Rusty' Stevens, Hugh Corcoran",Richard Brooks
standar,10000000.0,Action Comedy,10890.0,en,"John Winger, an indolent sad sack in his 30s, impulsively joins the U.S. Army after losing his job, his girlfriend and his apartment.",11.341505,1981-06-25,85300000.0,Stripes,6.5,253.0,8.53,1981,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad, John Diehl, Lance LeGault, Roberta Leighton, Conrad Dunn, Judge Reinhold, Antone Pagan, Nick Toth, Bill Paxton",Ivan Reitman
standar,3000000.0,Drama Horror Action Thriller,13492.0,en,"A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis.",8.602956,2007-07-01,0.0,Frontier(s),6.0,186.0,0.0,2007,"Karina Testa, Aurélien Wiik, Patrick Ligardes, David Saracino, Maud Forget, Samuel Le Bihan, Chems Dahmani, Amélie Daure, Estelle Lefébure, Rosine Favey, Adel Bencherif, Joël Lefrançois, Jean-Pierre Jorris, Stéphane Jacquot, Christine Culerier",Xavier Gens
standar,0.0,Comedy Romance,200727.0,en,Rosie and Alex are best friends. They are suddenly separated when Alex and his family move from Dublin to America. Can their friendship survive years and miles? Will they gamble everything for true love?,14.566103,2014-10-16,4439431.0,"Love, Rosie",7.7,1660.0,0.0,2014,"Lily Collins, Sam Claflin, Suki Waterhouse, Christian Cooke, Tamsin Egerton, Jaime Winstone, Art Parkinson, Jamie Beamish, Lorcan Cranitch, Ger Ryan, Lily Laight, Matthew Dillon, Rosa Molloy, Sadbh Malin, Nick Lee, Ciaran McGlynn, Jusin Holmes, Max Cleary, Aaron Kinsella, Lara McDonnell, Beau Rose Garratt, Tom John Kelly, Tighe Wardell, David Crowley, Marion O'Dwyer, Róisín O'Donovan, Jake Manley",Christian Ditter
The Exorcist Collection,8000000.0,Drama Horror Thriller,9552.0,en,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",12.137595,1973-12-26,441306145.0,The Exorcist,7.5,2046.0,55.163268125,1973,"Linda Blair, Max von Sydow, Ellen Burstyn, Jason Miller, Lee J. Cobb, Kitty Winn, William O'Malley, Jack MacGowran, Barton Heyman, Peter Masterson, Rudolf Schündler, Robert Symonds, Titos Vandis, Donna Mitchell, Robert Gerringer, Mercedes McCambridge, Eileen Dietz",William Friedkin
standar,0.0,Comedy Romance,38961.0,en,"A young newspaper writer returns to her hometown in the English countryside, where her childhood home is being prepped for sale.",10.201299,2010-07-14,0.0,Tamara Drewe,5.8,142.0,0.0,2010,"Gemma Arterton, Roger Allam, Bill Camp, Dominic Cooper, Jessica Barden, Luke Evans, Tamsin Greig, Charlotte Christie, Alex Kelly, James Naughtie, John Bett, Josie Taylor, Bronagh Gallagher, Pippa Haywood, Susan Wooldridge, Amanda Lawrence, Joel Fry",Stephen Frears
standar,195000000.0,Action Family Fantasy,81005.0,en,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",11.606061,2013-02-27,197687603.0,Jack the Giant Slayer,5.5,2634.0,1.0137825794871795,2013,"Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci, Ian McShane, Eddie Marsan, Ewen Bremner, Warwick Davis, Bill Nighy, Ralph Brown, Andrew Brooke, Ben Daniels, Daniel Lapaine, Christian Wolf-La'Moy , Duncan JC Mais , Santi Scinelli , Caroline Hayes, Angus Barnett, Alex MacQueen, Tandi Wright, Lee Boardman, Christopher Fairbank, Cornell John, Simon Lowe, Mingus Johnston, Joy McBrinn, Chris Brailsford, Craig Salisbury, Peter Bonner, Richard Dixon, John Kassir, Lee Whitlock, Jody Halse, Philip Philmar, Peter Elliott, Don McCorkindale, Tayler Marshall, Amber Vertannes, Hattie Gotobed, Steven Williams, John Lebar, Phill Martin, Steve Haze, Tim Foley, Michael Self, Sydney Rawson",Bryan Singer
The Hannibal Lecter Anthology,19000000.0,Crime Drama Thriller,274.0,en,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",4.307222,1991-02-01,272742922.0,The Silence of the Lambs,8.1,4549.0,14.354890631578947,1991,"Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine, Anthony Heald, Brooke Smith, Diane Baker, Kasi Lemmons, Frankie Faison, Tracey Walter, Charles Napier, Danny Darst, Alex Coleman, Dan Butler, Paul Lazar, Ron Vawter, Roger Corman, Lawrence A. Bonney, Lawrence T. Wrentz, Don Brockett, Frank Seals Jr., Stuart Rudin, Masha Skorobogatov, Jeffrie Lane, Leib Lensky, George 'Red' Schwartz, Jim Roche, James B. Howard, Bill Miller, Chuck Aber, Gene Borkan, Pat McNamara, Kenneth Utt, Darla, Adelle Lutz, Obba Babatundé, George Michael, Jim Dratfield, Stanton-Miranda, Rebecca Saxon, Cynthia Ettinger, Brent Hinkley, Steve Wyatt, David Early, Andre B. Blake, Bill Dalzell, Chris Isaak, Daniel von Bargen, Tommy Lafitte, Josh Broder, Buzz Kilman, Harry Northup, Lauren Roselli, Maria Skorobogatov, Lamont Arnold, John Hall, Ted Monte, George A. Romero, John W. Iwanonkiw, Philip Ettington",Jonathan Demme
